basho,day,rikishi1_id,rikishi1_rank,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_result,rikishi2_win
2020.01,7,6480,S1w,3-4 (6-9),1,oshidashi,11784,M1w,2-5 (5-10),0
2020.01,7,11784,M1w,2-5 (5-10),0,oshidashi,6480,S1w,3-4 (6-9),1
2020.01,7,12239,M2e,4-3 (11-4),0,yorikiri,12291,S1e,5-2 (10-5),1
2020.01,7,12291,S1e,5-2 (10-5),1,yorikiri,12239,M2e,4-3 (11-4),0
2020.01,7,6468,O1w,3-4 (5-10),1,okuritaoshi,12130,M4w,6-1 (13-2),0
2020.01,7,12130,M4w,6-1 (13-2),0,okuritaoshi,6468,O1w,3-4 (5-10),1
2020.01,7,12094,K1e,3-4 (5-10),0,oshidashi,12191,O1e,6-1 (11-4),1
2020.01,7,12191,O1e,6-1 (11-4),1,oshidashi,12094,K1e,3-4 (5-10),0
2020.01,8,6491,M15w,2-6 (8-7),0,yorikiri,6753,M16w,5-3 (8-7),1
2020.01,8,6753,M16w,5-3 (8-7),1,yorikiri,6491,M15w,2-6 (8-7),0
2020.01,8,1226,M13e,4-4 (7-8),0,tsukiotoshi,11726,M17w,7-1 (14-1),1
2020.01,8,11726,M17w,7-1 (14-1),1,tsukiotoshi,1226,M13e,4-4 (7-8),0
2020.01,8,7153,M13w,2-6 (2-13),0,uwatenage,12231,M17e,4-4 (11-4),1
2020.01,8,12231,M17e,4-4 (11-4),1,uwatenage,7153,M13w,2-6 (2-13),0
2020.01,8,6473,M16e,5-3 (9-6),1,oshidashi,12113,M12e,3-5 (6-9),0
2020.01,8,12113,M12e,3-5 (6-9),0,oshidashi,6473,M16e,5-3 (9-6),1
2020.01,8,7240,M12w,4-4 (6-9),1,tsukidashi,11723,M15e,5-3 (7-8),0
2020.01,8,11723,M15e,5-3 (7-8),0,tsukidashi,7240,M12w,4-4 (6-9),1
2020.01,8,11868,M14e,6-2 (8-7),0,yorikiri,12292,M9w,6-2 (11-4),1
2020.01,8,12292,M9w,6-2 (11-4),1,yorikiri,11868,M14e,6-2 (8-7),0
2020.01,8,11786,M8e,4-4 (4-11),0,oshidashi,11845,M11w,6-2 (10-5),1
2020.01,8,11845,M11w,6-2 (10-5),1,oshidashi,11786,M8e,4-4 (4-11),0
2020.01,8,6614,M7e,4-4 (7-8),1,tsukiotoshi,11934,M11e,3-5 (7-8),0
2020.01,8,11934,M11e,3-5 (7-8),0,tsukiotoshi,6614,M7e,4-4 (7-8),1
2020.01,8,12043,M7w,4-4 (9-6),1,tsukiotoshi,12051,M10w,2-6 (6-9),0
2020.01,8,12051,M10w,2-6 (6-9),0,tsukiotoshi,12043,M7w,4-4 (9-6),1
2020.01,8,2879,M10e,4-4 (7-8),0,yorikiri,11728,M6e,3-5 (7-8),1
2020.01,8,11728,M6e,3-5 (7-8),1,yorikiri,2879,M10e,4-4 (7-8),0
2020.01,8,6599,M6w,3-5 (5-10),0,oshidashi,11855,M9e,4-4 (7-8),1
2020.01,8,11855,M9e,4-4 (7-8),1,oshidashi,6599,M6w,3-5 (5-10),0
2020.01,8,6594,M8w,5-3 (10-5),1,fusen,11946,M5e,1-7 (1-7-7),0
2020.01,8,11946,M5e,1-7 (1-7-7),0,fusen,6594,M8w,5-3 (10-5),1
2020.01,8,12055,M1e,6-2 (9-6),0,oshidashi,12412,M5w,4-4 (8-7),1
2020.01,8,12412,M5w,4-4 (8-7),1,oshidashi,12055,M1e,6-2 (9-6),0
2020.01,8,11784,M1w,3-5 (5-10),1,yorikiri,12210,M2w,4-4 (7-8),0
2020.01,8,12210,M2w,4-4 (7-8),0,yorikiri,11784,M1w,3-5 (5-10),1
2020.01,8,5944,M3e,2-6 (5-10),0,oshidashi,11985,K1w,3-5 (7-8),1
2020.01,8,11985,K1w,3-5 (7-8),1,oshidashi,5944,M3e,2-6 (5-10),0
2020.01,8,12130,M4w,7-1 (13-2),1,sukuinage,12291,S1e,5-3 (10-5),0
2020.01,8,12291,S1e,5-3 (10-5),0,sukuinage,12130,M4w,7-1 (13-2),1
2020.01,8,6480,S1w,3-5 (6-9),0,oshidashi,12239,M2e,5-3 (11-4),1
2020.01,8,12239,M2e,5-3 (11-4),1,oshidashi,6480,S1w,3-5 (6-9),0
2020.01,8,6463,M4e,5-3 (8-7),0,yorikiri,12191,O1e,7-1 (11-4),1
2020.01,8,12191,O1e,7-1 (11-4),1,yorikiri,6463,M4e,5-3 (8-7),0
2020.01,8,6468,O1w,3-5 (5-10),0,hatakikomi,12094,K1e,4-4 (5-10),1
2020.01,8,12094,K1e,4-4 (5-10),1,hatakikomi,6468,O1w,3-5 (5-10),0
2020.01,9,6753,M16w,6-3 (8-7),1,oshidashi,11868,M14e,6-3 (8-7),0
2020.01,9,11868,M14e,6-3 (8-7),0,oshidashi,6753,M16w,6-3 (8-7),1
2020.01,9,6491,M15w,3-6 (8-7),1,sukuinage,7153,M13w,2-7 (2-13),0
2020.01,9,7153,M13w,2-7 (2-13),0,sukuinage,6491,M15w,3-6 (8-7),1
2020.01,9,1226,M13e,4-5 (7-8),0,okuridashi,12231,M17e,5-4 (11-4),1
2020.01,9,12231,M17e,5-4 (11-4),1,okuridashi,1226,M13e,4-5 (7-8),0
2020.01,9,6473,M16e,6-3 (9-6),1,sukuinage,7240,M12w,4-5 (6-9),0
2020.01,9,7240,M12w,4-5 (6-9),0,sukuinage,6473,M16e,6-3 (9-6),1
2020.01,9,11726,M17w,8-1 (14-1),1,yorikiri,12113,M12e,3-6 (6-9),0
2020.01,9,12113,M12e,3-6 (6-9),0,yorikiri,11726,M17w,8-1 (14-1),1
2020.01,9,11845,M11w,7-2 (10-5),1,oshidashi,12024,M14w,3-6 (6-9),0
2020.01,9,12024,M14w,3-6 (6-9),0,oshidashi,11845,M11w,7-2 (10-5),1
2020.01,9,2879,M10e,5-4 (7-8),1,yorikiri,11723,M15e,5-4 (7-8),0
2020.01,9,11723,M15e,5-4 (7-8),0,yorikiri,2879,M10e,5-4 (7-8),1
2020.01,9,6594,M8w,6-3 (10-5),1,kotenage,11934,M11e,3-6 (7-8),0
2020.01,9,11934,M11e,3-6 (7-8),0,kotenage,6594,M8w,6-3 (10-5),1
2020.01,9,11786,M8e,4-5 (4-11),0,okuridashi,12051,M10w,3-6 (6-9),1
2020.01,9,12051,M10w,3-6 (6-9),1,okuridashi,11786,M8e,4-5 (4-11),0
2020.01,9,12043,M7w,4-5 (9-6),0,oshidashi,12292,M9w,7-2 (11-4),1
2020.01,9,12292,M9w,7-2 (11-4),1,oshidashi,12043,M7w,4-5 (9-6),0
2020.01,9,6614,M7e,5-4 (7-8),1,hatakikomi,11855,M9e,4-5 (7-8),0
2020.01,9,11855,M9e,4-5 (7-8),0,hatakikomi,6614,M7e,5-4 (7-8),1
2020.01,9,5944,M3e,2-7 (5-10),0,yorikiri,6599,M6w,4-5 (5-10),1
2020.01,9,6599,M6w,4-5 (5-10),1,yorikiri,5944,M3e,2-7 (5-10),0
2020.01,9,6463,M4e,5-4 (8-7),0,hatakikomi,12210,M2w,5-4 (7-8),1
2020.01,9,12210,M2w,5-4 (7-8),1,hatakikomi,6463,M4e,5-4 (8-7),0
2020.01,9,11784,M1w,3-6 (5-10),0,sukuinage,12239,M2e,6-3 (11-4),1
2020.01,9,12239,M2e,6-3 (11-4),1,sukuinage,11784,M1w,3-6 (5-10),0
2020.01,9,12055,M1e,6-3 (9-6),0,tsukidashi,12094,K1e,5-4 (5-10),1
2020.01,9,12094,K1e,5-4 (5-10),1,tsukidashi,12055,M1e,6-3 (9-6),0
2020.01,9,6480,S1w,3-6 (6-9),0,oshidashi,11728,M6e,4-5 (7-8),1
2020.01,9,11728,M6e,4-5 (7-8),1,oshidashi,6480,S1w,3-6 (6-9),0
2020.01,9,11985,K1w,3-6 (7-8),0,uwatenage,12291,S1e,6-3 (10-5),1
2020.01,9,12291,S1e,6-3 (10-5),1,uwatenage,11985,K1w,3-6 (7-8),0
2020.01,9,6468,O1w,3-6 (5-10),0,oshidashi,12412,M5w,5-4 (8-7),1
2020.01,9,12412,M5w,5-4 (8-7),1,oshidashi,6468,O1w,3-6 (5-10),0
2020.01,9,12130,M4w,8-1 (13-2),1,tsukiotoshi,12191,O1e,7-2 (11-4),0
2020.01,9,12191,O1e,7-2 (11-4),0,tsukiotoshi,12130,M4w,8-1 (13-2),1
2020.01,10,6473,M16e,7-3 (9-6),1,makiotoshi,12024,M14w,3-7 (6-9),0
2020.01,10,12024,M14w,3-7 (6-9),0,makiotoshi,6473,M16e,7-3 (9-6),1
2020.01,10,12113,M12e,3-7 (6-9),0,yorikiri,12231,M17e,6-4 (11-4),1
2020.01,10,12231,M17e,6-4 (11-4),1,yorikiri,12113,M12e,3-7 (6-9),0
2020.01,10,7240,M12w,4-6 (6-9),0,tsukiotoshi,11726,M17w,9-1 (14-1),1
2020.01,10,11726,M17w,9-1 (14-1),1,tsukiotoshi,7240,M12w,4-6 (6-9),0
2020.01,10,6491,M15w,4-6 (8-7),1,oshidashi,11934,M11e,3-7 (7-8),0
2020.01,10,11934,M11e,3-7 (7-8),0,oshidashi,6491,M15w,4-6 (8-7),1
2020.01,10,7153,M13w,2-8 (2-13),0,tsukidashi,11845,M11w,8-2 (10-5),1
2020.01,10,11845,M11w,8-2 (10-5),1,tsukidashi,7153,M13w,2-8 (2-13),0
2020.01,10,1226,M13e,4-6 (7-8),0,yorikiri,2879,M10e,6-4 (7-8),1
2020.01,10,2879,M10e,6-4 (7-8),1,yorikiri,1226,M13e,4-6 (7-8),0
2020.01,10,6753,M16w,6-4 (8-7),0,oshidashi,11855,M9e,5-5 (7-8),1
2020.01,10,11855,M9e,5-5 (7-8),1,oshidashi,6753,M16w,6-4 (8-7),0
2020.01,10,11723,M15e,5-5 (7-8),0,oshidashi,12292,M9w,8-2 (11-4),1
2020.01,10,12292,M9w,8-2 (11-4),1,oshidashi,11723,M15e,5-5 (7-8),0
2020.01,10,11786,M8e,4-6 (4-11),0,hikkake,11868,M14e,7-3 (8-7),1
2020.01,10,11868,M14e,7-3 (8-7),1,hikkake,11786,M8e,4-6 (4-11),0
2020.01,10,6594,M8w,6-4 (10-5),0,shitatedashinage,12051,M10w,4-6 (6-9),1
2020.01,10,12051,M10w,4-6 (6-9),1,shitatedashinage,6594,M8w,6-4 (10-5),0
2020.01,10,6463,M4e,6-4 (8-7),1,yorikiri,12043,M7w,4-6 (9-6),0
2020.01,10,12043,M7w,4-6 (9-6),0,yorikiri,6463,M4e,6-4 (8-7),1
2020.01,10,6614,M7e,5-5 (7-8),0,yorikiri,12130,M4w,9-1 (13-2),1
2020.01,10,12130,M4w,9-1 (13-2),1,yorikiri,6614,M7e,5-5 (7-8),0
2020.01,10,12055,M1e,6-4 (9-6),0,uwatedashinage,12210,M2w,6-4 (7-8),1
2020.01,10,12210,M2w,6-4 (7-8),1,uwatedashinage,12055,M1e,6-4 (9-6),0
2020.01,10,5944,M3e,3-7 (5-10),1,oshidashi,11784,M1w,3-7 (5-10),0
2020.01,10,11784,M1w,3-7 (5-10),0,oshidashi,5944,M3e,3-7 (5-10),1
2020.01,10,11985,K1w,3-7 (7-8),0,hikkake,12239,M2e,7-3 (11-4),1
2020.01,10,12239,M2e,7-3 (11-4),1,hikkake,11985,K1w,3-7 (7-8),0
2020.01,10,6599,M6w,5-5 (5-10),1,shitatenage,12291,S1e,6-4 (10-5),0
2020.01,10,12291,S1e,6-4 (10-5),0,shitatenage,6599,M6w,5-5 (5-10),1
2020.01,10,6480,S1w,4-6 (6-9),1,hatakikomi,12094,K1e,5-5 (5-10),0
2020.01,10,12094,K1e,5-5 (5-10),0,hatakikomi,6480,S1w,4-6 (6-9),1
2020.01,10,12191,O1e,8-2 (11-4),1,oshidashi,12412,M5w,5-5 (8-7),0
2020.01,10,12412,M5w,5-5 (8-7),0,oshidashi,12191,O1e,8-2 (11-4),1
2020.01,10,6468,O1w,3-7 (5-10),0,okuridashi,11728,M6e,5-5 (7-8),1
2020.01,10,11728,M6e,5-5 (7-8),1,okuridashi,6468,O1w,3-7 (5-10),0
2020.01,11,11723,M15e,5-6 (7-8),0,yorikiri,12231,M17e,7-4 (11-4),1
2020.01,11,12231,M17e,7-4 (11-4),1,yorikiri,11723,M15e,5-6 (7-8),0
2020.01,11,1226,M13e,4-7 (7-8),0,yorikiri,12024,M14w,4-7 (6-9),1
2020.01,11,12024,M14w,4-7 (6-9),1,yorikiri,1226,M13e,4-7 (7-8),0
2020.01,11,6473,M16e,7-4 (9-6),0,oshidashi,11845,M11w,9-2 (10-5),1
2020.01,11,11845,M11w,9-2 (10-5),1,oshidashi,6473,M16e,7-4 (9-6),0
2020.01,11,7153,M13w,2-9 (2-13),0,hatakikomi,11934,M11e,4-7 (7-8),1
2020.01,11,11934,M11e,4-7 (7-8),1,hatakikomi,7153,M13w,2-9 (2-13),0
2020.01,11,6491,M15w,4-7 (8-7),0,oshidashi,12051,M10w,5-6 (6-9),1
2020.01,11,12051,M10w,5-6 (6-9),1,oshidashi,6491,M15w,4-7 (8-7),0
2020.01,11,2879,M10e,6-5 (7-8),0,hatakikomi,7240,M12w,5-6 (6-9),1
2020.01,11,7240,M12w,5-6 (6-9),1,hatakikomi,2879,M10e,6-5 (7-8),0
2020.01,11,11855,M9e,5-6 (7-8),0,hatakikomi,11868,M14e,8-3 (8-7),1
2020.01,11,11868,M14e,8-3 (8-7),1,hatakikomi,11855,M9e,5-6 (7-8),0
2020.01,11,6594,M8w,7-4 (10-5),1,yorikiri,12113,M12e,3-8 (6-9),0
2020.01,11,12113,M12e,3-8 (6-9),0,yorikiri,6594,M8w,7-4 (10-5),1
2020.01,11,11726,M17w,10-1 (14-1),1,tsukiotoshi,11786,M8e,4-7 (4-11),0
2020.01,11,11786,M8e,4-7 (4-11),0,tsukiotoshi,11726,M17w,10-1 (14-1),1
2020.01,11,6753,M16w,6-5 (8-7),0,tsukiotoshi,12043,M7w,5-6 (9-6),1
2020.01,11,12043,M7w,5-6 (9-6),1,tsukiotoshi,6753,M16w,6-5 (8-7),0
2020.01,11,6614,M7e,5-6 (7-8),0,oshitaoshi,12292,M9w,9-2 (11-4),1
2020.01,11,12292,M9w,9-2 (11-4),1,oshitaoshi,6614,M7e,5-6 (7-8),0
2020.01,11,6463,M4e,7-4 (8-7),1,yorikiri,6599,M6w,5-6 (5-10),0
2020.01,11,6599,M6w,5-6 (5-10),0,yorikiri,6463,M4e,7-4 (8-7),1
2020.01,11,5944,M3e,3-8 (5-10),0,tsukiotoshi,12239,M2e,8-3 (11-4),1
2020.01,11,12239,M2e,8-3 (11-4),1,tsukiotoshi,5944,M3e,3-8 (5-10),0
2020.01,11,11784,M1w,3-8 (5-10),0,hikiotoshi,12055,M1e,7-4 (9-6),1
2020.01,11,12055,M1e,7-4 (9-6),1,hikiotoshi,11784,M1w,3-8 (5-10),0
2020.01,11,11985,K1w,3-8 (7-8),0,oshidashi,12130,M4w,10-1 (13-2),1
2020.01,11,12130,M4w,10-1 (13-2),1,oshidashi,11985,K1w,3-8 (7-8),0
2020.01,11,12094,K1e,5-6 (5-10),0,okuridashi,12210,M2w,7-4 (7-8),1
2020.01,11,12210,M2w,7-4 (7-8),1,okuridashi,12094,K1e,5-6 (5-10),0
2020.01,11,12291,S1e,6-5 (10-5),0,oshidashi,12412,M5w,6-5 (8-7),1
2020.01,11,12412,M5w,6-5 (8-7),1,oshidashi,12291,S1e,6-5 (10-5),0
2020.01,11,6468,O1w,4-7 (5-10),1,yorikiri,6480,S1w,4-7 (6-9),0
2020.01,11,6480,S1w,4-7 (6-9),0,yorikiri,6468,O1w,4-7 (5-10),1
2020.01,11,11728,M6e,5-6 (7-8),0,oshidashi,12191,O1e,9-2 (11-4),1
2020.01,11,12191,O1e,9-2 (11-4),1,oshidashi,11728,M6e,5-6 (7-8),0
2020.01,12,6491,M15w,5-7 (8-7),1,okuridashi,11723,M15e,5-7 (7-8),0
2020.01,12,11723,M15e,5-7 (7-8),0,okuridashi,6491,M15w,5-7 (8-7),1
2020.01,12,11868,M14e,8-4 (8-7),0,hatakikomi,12024,M14w,5-7 (6-9),1
2020.01,12,12024,M14w,5-7 (6-9),1,hatakikomi,11868,M14e,8-4 (8-7),0
2020.01,12,7153,M13w,2-10 (2-13),0,hatakikomi,12113,M12e,4-8 (6-9),1
2020.01,12,12113,M12e,4-8 (6-9),1,hatakikomi,7153,M13w,2-10 (2-13),0
2020.01,12,11726,M17w,11-1 (14-1),1,tsukiotoshi,11845,M11w,9-3 (10-5),0
2020.01,12,11845,M11w,9-3 (10-5),0,tsukiotoshi,11726,M17w,11-1 (14-1),1
2020.01,12,2879,M10e,6-6 (7-8),0,okuridashi,12231,M17e,8-4 (11-4),1
2020.01,12,12231,M17e,8-4 (11-4),1,okuridashi,2879,M10e,6-6 (7-8),0
2020.01,12,6753,M16w,6-6 (8-7),0,yorikiri,12051,M10w,6-6 (6-9),1
2020.01,12,12051,M10w,6-6 (6-9),1,yorikiri,6753,M16w,6-6 (8-7),0
2020.01,12,1226,M13e,4-8 (7-8),0,yorikiri,11855,M9e,6-6 (7-8),1
2020.01,12,11855,M9e,6-6 (7-8),1,yorikiri,1226,M13e,4-8 (7-8),0
2020.01,12,6473,M16e,8-4 (9-6),1,katasukashi,12292,M9w,9-3 (11-4),0
2020.01,12,12292,M9w,9-3 (11-4),0,katasukashi,6473,M16e,8-4 (9-6),1
2020.01,12,11786,M8e,4-8 (4-11),0,kotenage,11934,M11e,5-7 (7-8),1
2020.01,12,11934,M11e,5-7 (7-8),1,kotenage,11786,M8e,4-8 (4-11),0
2020.01,12,6594,M8w,8-4 (10-5),1,tsukiotoshi,7240,M12w,5-7 (6-9),0
2020.01,12,7240,M12w,5-7 (6-9),0,tsukiotoshi,6594,M8w,8-4 (10-5),1
2020.01,12,5944,M3e,3-9 (5-10),0,hikiotoshi,12043,M7w,6-6 (9-6),1
2020.01,12,12043,M7w,6-6 (9-6),1,hikiotoshi,5944,M3e,3-9 (5-10),0
2020.01,12,6614,M7e,6-6 (7-8),1,okuridashi,12210,M2w,7-5 (7-8),0
2020.01,12,12210,M2w,7-5 (7-8),0,okuridashi,6614,M7e,6-6 (7-8),1
2020.01,12,12055,M1e,7-5 (9-6),0,oshidashi,12239,M2e,9-3 (11-4),1
2020.01,12,12239,M2e,9-3 (11-4),1,oshidashi,12055,M1e,7-5 (9-6),0
2020.01,12,6463,M4e,7-5 (8-7),0,yorikiri,11784,M1w,4-8 (5-10),1
2020.01,12,11784,M1w,4-8 (5-10),1,yorikiri,6463,M4e,7-5 (8-7),0
2020.01,12,12094,K1e,5-7 (5-10),0,tsukiotoshi,12130,M4w,11-1 (13-2),1
2020.01,12,12130,M4w,11-1 (13-2),1,tsukiotoshi,12094,K1e,5-7 (5-10),0
2020.01,12,11728,M6e,5-7 (7-8),0,oshidashi,11985,K1w,4-8 (7-8),1
2020.01,12,11985,K1w,4-8 (7-8),1,oshidashi,11728,M6e,5-7 (7-8),0
2020.01,12,6480,S1w,4-8 (6-9),0,shitatenage,12412,M5w,7-5 (8-7),1
2020.01,12,12412,M5w,7-5 (8-7),1,shitatenage,6480,S1w,4-8 (6-9),0
2020.01,12,6599,M6w,5-7 (5-10),0,kotenage,12191,O1e,10-2 (11-4),1
2020.01,12,12191,O1e,10-2 (11-4),1,kotenage,6599,M6w,5-7 (5-10),0
2020.01,12,6468,O1w,4-8 (5-10),0,yorikiri,12291,S1e,7-5 (10-5),1
2020.01,12,12291,S1e,7-5 (10-5),1,yorikiri,6468,O1w,4-8 (5-10),0
2020.01,13,11723,M15e,6-7 (7-8),1,uwatenage,12113,M12e,4-9 (6-9),0
2020.01,13,12113,M12e,4-9 (6-9),0,uwatenage,11723,M15e,6-7 (7-8),1
2020.01,13,6473,M16e,8-5 (9-6),0,oshidashi,11934,M11e,6-7 (7-8),1
2020.01,13,11934,M11e,6-7 (7-8),1,oshidashi,6473,M16e,8-5 (9-6),0
2020.01,13,12051,M10w,6-7 (6-9),0,hatakikomi,12231,M17e,9-4 (11-4),1
2020.01,13,12231,M17e,9-4 (11-4),1,hatakikomi,12051,M10w,6-7 (6-9),0
2020.01,13,2879,M10e,6-7 (7-8),0,yorikiri,6753,M16w,7-6 (8-7),1
2020.01,13,6753,M16w,7-6 (8-7),1,yorikiri,2879,M10e,6-7 (7-8),0
2020.01,13,11726,M17w,12-1 (14-1),1,tsukiotoshi,12292,M9w,9-4 (11-4),0
2020.01,13,12292,M9w,9-4 (11-4),0,tsukiotoshi,11726,M17w,12-1 (14-1),1
2020.01,13,7240,M12w,6-7 (6-9),1,tsukitaoshi,11855,M9e,6-7 (7-8),0
2020.01,13,11855,M9e,6-7 (7-8),0,tsukitaoshi,7240,M12w,6-7 (6-9),1
2020.01,13,6594,M8w,9-4 (10-5),1,hatakikomi,11868,M14e,8-5 (8-7),0
2020.01,13,11868,M14e,8-5 (8-7),0,hatakikomi,6594,M8w,9-4 (10-5),1
2020.01,13,6491,M15w,6-7 (8-7),1,oshidashi,11786,M8e,4-9 (4-11),0
2020.01,13,11786,M8e,4-9 (4-11),0,oshidashi,6491,M15w,6-7 (8-7),1
2020.01,13,7153,M13w,2-11 (2-13),0,oshidashi,12043,M7w,7-6 (9-6),1
2020.01,13,12043,M7w,7-6 (9-6),1,oshidashi,7153,M13w,2-11 (2-13),0
2020.01,13,11845,M11w,9-4 (10-5),0,yorikiri,12130,M4w,12-1 (13-2),1
2020.01,13,12130,M4w,12-1 (13-2),1,yorikiri,11845,M11w,9-4 (10-5),0
2020.01,13,5944,M3e,3-10 (5-10),0,hikiotoshi,12024,M14w,6-7 (6-9),1
2020.01,13,12024,M14w,6-7 (6-9),1,hikiotoshi,5944,M3e,3-10 (5-10),0
2020.01,13,12210,M2w,7-6 (7-8),0,yorikiri,12239,M2e,10-3 (11-4),1
2020.01,13,12239,M2e,10-3 (11-4),1,yorikiri,12210,M2w,7-6 (7-8),0
2020.01,13,1226,M13e,5-8 (7-8),1,oshitaoshi,11784,M1w,4-9 (5-10),0
2020.01,13,11784,M1w,4-9 (5-10),0,oshitaoshi,1226,M13e,5-8 (7-8),1
2020.01,13,6463,M4e,7-6 (8-7),0,shitatehineri,12055,M1e,8-5 (9-6),1
2020.01,13,12055,M1e,8-5 (9-6),1,shitatehineri,6463,M4e,7-6 (8-7),0
2020.01,13,6614,M7e,6-7 (7-8),0,yorikiri,11985,K1w,5-8 (7-8),1
2020.01,13,11985,K1w,5-8 (7-8),1,yorikiri,6614,M7e,6-7 (7-8),0
2020.01,13,12094,K1e,5-8 (5-10),0,ashitori,12412,M5w,8-5 (8-7),1
2020.01,13,12412,M5w,8-5 (8-7),1,ashitori,12094,K1e,5-8 (5-10),0
2020.01,13,11728,M6e,5-8 (7-8),0,yorikiri,12291,S1e,8-5 (10-5),1
2020.01,13,12291,S1e,8-5 (10-5),1,yorikiri,11728,M6e,5-8 (7-8),0
2020.01,13,6468,O1w,5-8 (5-10),1,yorikiri,6599,M6w,5-8 (5-10),0
2020.01,13,6599,M6w,5-8 (5-10),0,yorikiri,6468,O1w,5-8 (5-10),1
2020.01,13,6480,S1w,4-9 (6-9),0,oshidashi,12191,O1e,11-2 (11-4),1
2020.01,13,12191,O1e,11-2 (11-4),1,oshidashi,6480,S1w,4-9 (6-9),0
2020.01,14,6753,M16w,7-7 (8-7),0,yorikiri,11723,M15e,7-7 (7-8),1
2020.01,14,11723,M15e,7-7 (7-8),1,yorikiri,6753,M16w,7-7 (8-7),0
2020.01,14,6473,M16e,9-5 (9-6),1,hatakikomi,11868,M14e,8-6 (8-7),0
2020.01,14,11868,M14e,8-6 (8-7),0,hatakikomi,6473,M16e,9-5 (9-6),1
2020.01,14,6491,M15w,7-7 (8-7),1,yorikiri,7240,M12w,6-8 (6-9),0
2020.01,14,7240,M12w,6-8 (6-9),0,yorikiri,6491,M15w,7-7 (8-7),1
2020.01,14,11934,M11e,7-7 (7-8),1,tsukidashi,12024,M14w,6-8 (6-9),0
2020.01,14,12024,M14w,6-8 (6-9),0,tsukidashi,11934,M11e,7-7 (7-8),1
2020.01,14,2879,M10e,6-8 (7-8),0,yorikiri,12113,M12e,5-9 (6-9),1
2020.01,14,12113,M12e,5-9 (6-9),1,yorikiri,2879,M10e,6-8 (7-8),0
2020.01,14,1226,M13e,6-8 (7-8),1,yorikiri,12051,M10w,6-8 (6-9),0
2020.01,14,12051,M10w,6-8 (6-9),0,yorikiri,1226,M13e,6-8 (7-8),1
2020.01,14,11786,M8e,4-10 (4-11),0,katasukashi,12231,M17e,10-4 (11-4),1
2020.01,14,12231,M17e,10-4 (11-4),1,katasukashi,11786,M8e,4-10 (4-11),0
2020.01,14,6463,M4e,7-7 (8-7),0,oshidashi,11855,M9e,7-7 (7-8),1
2020.01,14,11855,M9e,7-7 (7-8),1,oshidashi,6463,M4e,7-7 (8-7),0
2020.01,14,11726,M17w,13-1 (14-1),1,tsukiotoshi,12130,M4w,12-2 (13-2),0
2020.01,14,12130,M4w,12-2 (13-2),0,tsukiotoshi,11726,M17w,13-1 (14-1),1
2020.01,14,5944,M3e,4-10 (5-10),1,oshidashi,7153,M13w,2-12 (2-13),0
2020.01,14,7153,M13w,2-12 (2-13),0,oshidashi,5944,M3e,4-10 (5-10),1
2020.01,14,11845,M11w,9-5 (10-5),0,oshidashi,12239,M2e,11-3 (11-4),1
2020.01,14,12239,M2e,11-3 (11-4),1,oshidashi,11845,M11w,9-5 (10-5),0
2020.01,14,6594,M8w,10-4 (10-5),1,yorikiri,12210,M2w,7-7 (7-8),0
2020.01,14,12210,M2w,7-7 (7-8),0,yorikiri,6594,M8w,10-4 (10-5),1
2020.01,14,12055,M1e,8-6 (9-6),0,okuridashi,12292,M9w,10-4 (11-4),1
2020.01,14,12292,M9w,10-4 (11-4),1,okuridashi,12055,M1e,8-6 (9-6),0
2020.01,14,11784,M1w,4-10 (5-10),0,oshitaoshi,12043,M7w,8-6 (9-6),1
2020.01,14,12043,M7w,8-6 (9-6),1,oshitaoshi,11784,M1w,4-10 (5-10),0
2020.01,14,11728,M6e,6-8 (7-8),1,hikkake,12094,K1e,5-9 (5-10),0
2020.01,14,12094,K1e,5-9 (5-10),0,hikkake,11728,M6e,6-8 (7-8),1
2020.01,14,11985,K1w,6-8 (7-8),1,tsukidashi,12412,M5w,8-6 (8-7),0
2020.01,14,12412,M5w,8-6 (8-7),0,tsukidashi,11985,K1w,6-8 (7-8),1
2020.01,14,6480,S1w,5-9 (6-9),1,uwatenage,6599,M6w,5-9 (5-10),0
2020.01,14,6599,M6w,5-9 (5-10),0,uwatenage,6480,S1w,5-9 (6-9),1
2020.01,14,12191,O1e,11-3 (11-4),0,uwatenage,12291,S1e,9-5 (10-5),1
2020.01,14,12291,S1e,9-5 (10-5),1,uwatenage,12191,O1e,11-3 (11-4),0
2020.01,14,6468,O1w,5-9 (5-10),0,yoritaoshi,6614,M7e,7-7 (7-8),1
2020.01,14,6614,M7e,7-7 (7-8),1,yoritaoshi,6468,O1w,5-9 (5-10),0
2020.01,15,1226,M13e,7-8,1,yorikiri,6473,M16e,9-6,0
2020.01,15,6473,M16e,9-6,0,yorikiri,1226,M13e,7-8,1
2020.01,15,7240,M12w,6-9,0,okuridashi,12231,M17e,11-4,1
2020.01,15,12231,M17e,11-4,1,okuridashi,7240,M12w,6-9,0
2020.01,15,11868,M14e,8-7,0,sukuinage,12113,M12e,6-9,1
2020.01,15,12113,M12e,6-9,1,sukuinage,11868,M14e,8-7,0
2020.01,15,6753,M16w,8-7,1,yorikiri,11934,M11e,7-8,0
2020.01,15,11934,M11e,7-8,0,yorikiri,6753,M16w,8-7,1
